?qid	?name
Q16122924	"Nancy Todd"@ast
Q16123931	"Jane Wales"@ast
Q16136302	"Webster Hubbell"@ast
Q16136680	"Brian Leveson"@ast
Q16136824	"John McCardell"@fr
Q16137482	"Kurt Schmoke"@ast
Q1613920	"Rashid Khalidi"@ast
Q1614313	"Marlo Thomas"@af
Q16144610	"Jo Anne B. Barnhart"@ast
Q16145289	"Jonna Doolittle Hoppes"@ast
Q16145522	"Chip Mellor"@ast
Q16145531	"Carol Miller"@ast
Q16145661	"John Raese"@ast
Q16146204	"Alfonso E. Lenhardt"@ast
Q16146788	"Jim Banks"@ast
Q16146805	"William C. Banks"@ast
Q16146870	"Stephanus Bannon"@la
Q16148182	"Luis Arreaga"@es
Q16148593	"Michael Fitzgerald"@ast
Q16148698	"Ami Horowitz"@ast
Q16149535	"Binyamin Appelbaum"@ast
Q16149750	"Jonathan Addleton"@ast
Q16149887	"Luther Olsen"@ast
Q1615	"Armstrong Nil"@vep
Q16150260	"Josh Sapan"@ast
Q16150335	"James L. Seward"@ast
Q16150370	"Charles J. Shields"@ast
Q16150476	"DeForest Soaries"@ast
Q16150738	"Matthieu Aikins"@ast
Q16150946	"Andrew Aydin"@ast
Q16151025	"Nick Ayers"@ast
Q16151736	"Martin Goldsmith"@ast
Q16151874	"Benny Napoleon"@ast
Q16151975	"Brent Siegrist"@ast
Q16152003	"Mary Beth Tinker"@ast
Q16152084	"Hector Barreto"@ast
Q16156617	"Debo P. Adegbile"@ast
Q16157138	"Nick Akins"@ast
Q16163981	"Don Balfour"@ast
Q16164719	"Megan Barry"@ast
Q16164897	"John Papola"@ast
Q16165784	"Rabbi Levi Shemtov"@ast
Q1617137	"Tom Feeney"@ast
Q1617485	"John F. Seiberling"@ast
Q161819	"Çulie Andreus"@tg-latn
Q16185281	"Kirbyjon Caldwell"@ast
Q16185364	"Jim Gray"@ast
Q16185594	"Steve Sisolak"@ast
Q16185604	"Tom Squitieri"@ast
Q16186185	"Charles Chvala"@ast
Q16186315	"Brian Kelly"@ast
Q16186332	"Gary LaPaille"@ast
Q16186664	"Tom Fetzer"@ast
Q16186669	"Charles J. Fogarty"@ast
Q16186702	"Fred Hiatt"@ast
Q16186841	"Robert H. Plymale"@ast
Q16186981	"Randy Baumgardner"@ast
Q16187016	"David A. Clarke"@ca
Q16187103	"Wayne Harper"@ast
Q16187104	"Bobby Harrell"@ast
Q16187117	"Jerome Horton"@ast
Q16187199	"John McKay"@ast
Q16187211	"Steven T. Miller"@ast
Q16188847	"Click Bishop"@ast
Q16189291	"Cresent Hardy"@ast
Q16189318	"David Ige"@ast
Q16189325	"Deborah Lee James"@ast
Q16189531	"Tom Steyer"@ast
Q16190098	"Anthony Gregory"@ast
Q16190632	"Mike Kane"@ast
Q16190785	"Armando Manuel"@ast
Q16192221	"Ben Sasse"@ast
Q16192863	"Kevyn Orr"@ast
Q16192983	"John C. Waugh"@ast
Q16192996	"John Yang"@ast
Q16193019	"Joseph Bottum"@ast
Q1619314	"Marjorie Holt"@ast
Q16193247	"Arlan Meekhof"@ast
Q16193408	"Joe Turnham"@ast
Q16193490	"John Bridgeland"@ast
Q1619365	"Tom McMillen"@ast
Q1619366	"Thomas J. Dodd"@ast
Q1619372	"Albert Wynn"@ast
Q16194037	"Jim Durkin"@ast
Q16194050	"Miguel Estrada"@ast
Q16194167	"Joanne Lipman"@ast
Q16194212	"John Moolenaar"@ast
Q16194357	"Kathy Szeliga"@ast
Q16194371	"Jonathan Turley"@ast
Q16194422	"Troy Balderson"@ast
Q16194530	"Steve Farley"@ast
Q16194571	"Karen Haas"@ca
Q16194992	"Kelly Carlin"@ast
Q16195097	"Gwen Graham"@ast
Q16195101	"Kelly Hancock"@ast
Q16195304	"Steve Russell"@ast
Q16195313	"John Sanchez"@cs
Q16195634	"Lois Kolkhorst"@ast
Q16195873	"Jeff Woodburn"@ast
Q16195924	"Matthew Brzezinski"@af
Q16195930	"Lisa Caputo"@ast
Q16196017	"Tedros Adanom Qebreisus"@az
Q16196331	"Tony West"@ast
Q16196435	"Kimberley Driscoll"@af
Q16196498	"Carl Hart"@ast
Q16196595	"Doug McMillon"@ast
Q16196710	"Ross Spano"@ast
Q16196834	"Mike Bishop"@ast
Q16196923	"Pat Fallon"@ast
Q16196964	"Paul Greenberg"@ast
Q16197260	"Donna Soucy"@ast
Q16197299	"Mark Takai"@ast
Q16197326	"Paul Tough"@ast
Q16197421	"Bruce Westerman"@ast
Q16197698	"Ira Forman"@ast
Q16198552	"Michele Fiore"@ast
Q16199304	"Andy Biggs"@ast
Q16199435	"Tom Ginsburg"@ast
Q16200445	"Dan Bongino"@ast
Q162005	"Paul Allan"@frp
Q16200786	"William Chafe"@ast
Q16201360	"Jessica Einhorn"@ast
Q16201580	"Marian Burros"@ast
Q16201787	"Julianna Goldman"@ast
Q16201799	"Paul Goldstein"@ast
Q16202473	"Michelle Wu"@ast
Q16202531	"Bonnie Jenkins"@ast
Q16202918	"Joan Konner"@ast
Q16203465	"Mark Crispin Miller"@ast
Q16203656	"Robby Mook"@ast
Q16203678	"Julie Myers"@ast
Q16203772	"James G. Neal"@ast
Q16204167	"Kristen Welker"@ast
Q16204343	"Gordon Clark"@ast
Q16204355	"Michael Avery"@ast
Q16204409	"Heather Penney"@ast
Q16204439	"Jim Rubens"@ast
Q16204473	"Daniel Baer"@ast
Q16204578	"James Brewster"@ca
Q16204904	"Robert Garcia"@ast
Q16205062	"Maura Healey"@ast
Q16205227	"Ritchie Torres"@ast
Q16205316	"Ann Scott Tyson"@ast
Q16205541	"Don Coram"@ast
Q16205546	"Alex B. Morse"@ast
Q16206735	"Jennifer Wexton"@ast
Q16206958	"David J. Danelo"@ast
Q16206967	"Mark Davis"@ast
Q16207294	"John Doggett"@ast
Q16208082	"David Coleman"@ast
Q16208237	"Spencer Cox"@ast
Q16208248	"Christi Craddick"@ast
Q16208311	"Michael Getler"@ast
Q16208608	"Kenneth E. deGraffenreid"@ast
Q16208794	"Michael L. Dominguez"@ast
Q16209663	"Mayk C. Danlivi"@crh
Q16209803	"Joyce Kaufman"@ast
Q16209951	"Philip I. Kent"@ast
Q16210395	"Gabriel Sherman"@ast
Q16210440	"Jenni Engebretsen"@ast
Q16210478	"J. Kalani English"@ast
Q16210517	"Neil Barofsky"@ast
Q16210567	"Jennifer Steinhauer"@ast
Q1621096	"Tim Mahoney"@ast
Q16211141	"Rachel Martin"@ast
Q16211592	"Ari Melber"@ast
Q16211721	"David D. Kirkpatrick"@ast
Q16211834	"Mindy Finn"@ast
Q16212967	"Nicholas Quinn Rosenkranz"@ast
Q16213515	"Wayne A.I. Frederick"@ast
Q16213733	"Eddie Rodriguez"@ast
Q16213740	"Jessica Rosenworcel"@ast
Q16213830	"Jason Villalba"@ast
Q16213917	"Mariano-Florentino Cuellar"@sq
Q16213955	"Michelle Friedland"@da
Q16213961	"Thomas Garrett"@ca
Q16213992	"Heather Higginbottom"@ast
Q16214512	"Brett H. McGurk"@ast
Q16214954	"Ryan Lizza"@ast
Q16215159	"Kimberly Yee"@ast
Q16215583	"Chris Sununu"@bs
Q16215793	"Jennifer Gonzalez"@uz
Q1621598	"Louis Auchincloss"@ast
Q16216497	"Bill Burton"@ast
Q16217436	"Thomas McElveen"@ast
Q1621829	"Jim Courter"@ast
Q16218461	"Lucy Flores"@ast
Q16218474	"Ruben Gallego"@ast
Q16221073	"Jared Moskowitz"@ast
Q16221257	"Lee Zeldin"@ast
Q16221559	"Michael San Nicolas"@ast
Q16221674	"Sam Rasoul"@ast
Q16221710	"Aja Brown"@ast
Q16221742	"Matt Gaetz"@ast
Q16221920	"Matt Moore"@ast
Q16222376	"Mike Pantelides"@ast
Q16222460	"Seth Magaziner"@ast
Q16224587	"Mark E. Green"@cs
Q16225689	"Deidre Henderson"@ast
Q16225780	"Yvette Herrell"@ast
Q16226012	"Catharina Hobbs"@la
Q16226290	"William G. Howell"@ast
Q16230581	"Domingo García"@ast
Q16230585	"Marilinda Garcia"@ast
Q16230586	"Michael J. Garcia"@ast
Q16230593	"Jack Gargan"@ast
Q16230721	"James Goldgeier"@ast
Q16232342	"Katie Pavlich"@ast
Q16240844	"Samuel Broder"@ast
Q16240994	"Buddy Carter"@ast
Q16241020	"Andrew Cayton"@ast
Q16241042	"William E. Burrows"@ast
Q16241519	"John Francis Eisold"@ast
Q16245509	"Tomiko Brown-Nagin"@ast
Q16248574	"Cheri Daniels"@ast
Q16255546	"Tom Wheeler"@ast
Q162622	"Larry McDonald"@ast
Q1626247	"John Linder"@ast
Q1626737	"Lester L. Wolff"@ast
Q1627254	"Norman D'Amours"@ast
Q16274616	"David J. Kramer"@ast
Q1628398	"Tom Perriello"@ast
Q1629347	"Kent Hance"@ast
Q16296	"Patricius Stewart"@la
Q1630242	"Randall L. Tobias"@cy
Q163042	"David Duke"@ast
Q1630448	"John Dean"@af
Q1631152	"Kevin Phillips"@ast
Q1631743	"Howard C. Nielson"@ast
Q1631754	"Howard Coble"@ast
Q1631824	"Bo Callaway"@bar
Q163263	"eva longoria"@sq
Q16334103	"Revaz Adamia"@ast
Q1633411	"James T. Hill"@ast
Q163513	"Arthur Waskow"@ast
Q1638994	"Jim Turner"@ast
Q163957	"Pete du Pont"@cs
Q164014	"George Nethercutt"@ast
Q16406316	"Thomas Leslie"@ast
Q164324	"Charlene Barshefsky"@ast
Q1643314	"Peter Petersen"@af
Q1643693	"William H. Danforth"@de
Q164373	"Khiu Tha̍t-sîn"@hak
Q164382	"Tavis Smiley"@ast
Q164463	"Larry O'Brien"@ast
Q1644666	"William K. Reilly"@ast
Q164571	"Chuck Baldwin"@ast
Q164582	"Vītauts Landsbergis"@sgs
Q1646263	"J. J. Pickle"@ast
Q164630	"John E. Potter"@ast
Q1646482	"Lin-Manuel Miranda"@af
Q16466637	"Art Kirkendoll"@ast
Q16473	"Stephanus Martin"@la
Q1647301	"Tom Graves"@ast
Q16476	"Mazie Hirono"@an
Q16499729	"Cathy O'Neil"@br
Q16499744	"Sloan D. Gibson"@ast
Q16499749	"Amy S. Greenberg"@ast
Q16499810	"Walter E. North"@pt
Q16499816	"Joseph R. Paolino"@ca
Q16499823	"Joy-Ann Reid"@ast
Q16499828	"Gerald Robinson"@ast
Q16499837	"Gary Samore"@ast
Q1650338	"Robert William Davis"@ast
Q1650446	"Toby Roth"@ast
Q16518418	"Charles Chappell"@nl
Q16518535	"Theodore Sedgwick"@ast
Q165210	"AKim Young-sam"@sq
Q1654116	"Shepard Smith"@ast
Q165421	"Iacoba Kennedy Onassis"@la
Q1655513	"Ian Frazier"@ca
Q16556747	"Diarmuid O'Connell"@ast
Q1655924	"George Stephanopoulos"@af
Q1656098	"Stephen McAlpine"@ast
Q165637	"Renata Fleming"@la
Q1656923	"Charles Gibson"@ast
Q1657427	"Paul Heinbecker"@ast
Q165803	"Phil Gordon"@ast
Q1659084	"Mae Ngai"@ast
Q1659427	"John Derbyshire"@ast
Q16594439	"Susannah Cahalan"@ast
Q16597	"Ce-min Ťiang"@sk
Q1661379	"Larry Combest"@ast
Q1662278	"W. Cary Edwards"@ast
Q1662745	"William McDonough"@ast
Q16628	"Ôn Gia Bảo"@vi
Q1663356	"Ingrid Matthäus-Maier"@ace
Q1664440	"Joe Skeen"@ast
Q1665725	"Robert J. Lagomarsino"@ast
Q1665842	"Phil Roe"@ast
Q166604	"David S. Broder"@ast
Q1667131	"Maggie Gallagher"@ast
Q1667920	"Russ Carnahan"@ast
Q1668164	"Scott McNealy"@ast
Q166928	"Chris Cannon"@ast
Q1670095	"Peter F. Flaherty"@ast
Q16701497	"Serhii Kyslytsia"@en
Q167063	"James Kirby Martin"@ast
Q1671317	"Jack Edwards"@ast
Q1672322	"Ira Glass"@ast
Q16727409	"Jack Bass"@ast
Q16727586	"Luciana Borio"@ast
Q16727692	"Kate Brown"@ast
Q16728087	"Curt Clawson"@ast
Q16728166	"Michael L. Connor"@ast
Q16728221	"Jay Cost"@ast
Q16728371	"Danielle Martin"@ast
Q16728411	"Glyn T Davies"@ast
Q16728453	"Deborah Jones"@ca
Q16728503	"Mary DeRosa"@ast
Q16728774	"Neil Eggleston"@da
Q16729038	"Mike Folmer"@ast
Q16729198	"James B Garvin"@es
Q1672930	"Akira Irie"@cs
Q16729309	"Mark F. Giuliano"@da
Q16729385	"Ken Gormley"@ast
Q16729426	"Matthew D Green"@nl
Q16729545	"Ken Hackett"@ast
Q16729668	"Maya Harris"@ast
Q16729729	"Jason Healey"@ast
Q16729795	"James Hershberg"@ast
Q16729803	"Frederick M. Hess"@ast
Q16729873	"Gary Holder-Winfield"@ast
Q16729956	"Michael C. Hudson"@cs
Q16730065	"Paul D. Irving"@ast
Q16730147	"Jacob Jeremiah Sullivan"@de
Q16730478	"Judie Brown"@ast
Q16730859	"Gene Kimmelman"@ast
Q16730908	"Kenneth Kizer"@ast
Q16730911	"Themis Klarides"@ast
Q16731197	"Gary Lambert"@ast
Q16731273	"Jacob LaTurner"@ast
Q16731303	"Larry Hogan"@ast
Q16731354	"Nicole Lee"@ast
Q16731415	"Debbie Lesko"@ast
Q16731587	"Mike Lofgren"@ast
Q16731643	"Barry Loudermilk"@ast
Q16732112	"Monty Mason"@ast
Q16732239	"Cynthia McClintock"@ast
Q16732265	"Terence McCulley"@ast
Q16732298	"Morgan McGarvey"@ast
Q16732373	"Steve McMahon"@ast
Q16732469	"Daniel Menaker"@ast
Q16732543	"Peter Micciche"@ast
Q16732606	"Donald L Miller"@de
Q16732612	"Lorraine Miller"@ast
Q16732960	"Khalil Gibran Muhammad"@ast
Q16733007	"Len Munsil"@ast
Q16733232	"Frank Q. Nebeker"@ast
Q16733285	"Dan Newhouse"@ast
Q16733286	"Neil Newhouse"@ast
Q16733831	"Michael O'Rielly"@ast
Q16733931	"Ismail Ould Cheikh Ahmed"@ast
Q16734103	"Eric Papenfuse"@ast
Q16734332	"Christopher Pearson"@ast
Q16734365	"Penda Hair"@ast
Q16734488	"Philip Kennicott"@ast
Q16734651	"David G. Post"@ast
Q16734668	"Lynn Povich"@ast
Q16734671	"Benjamin Powell"@ast
Q16734716	"Kenneth Prewitt"@ast
Q16734803	"David E. Quantock"@ast
Q16734819	"Sam Quinones"@af
Q16734937	"Roberta Cooper Ramo"@ast
Q16735060	"Michele Reagan"@ast
Q16735082	"Sam Reed"@ast
Q16735144	"Mark Rey"@ast
Q1674465	"Joe Pitts"@cs
Q16745065	"Susan Tifft"@ast
Q1674729	"Marvin Hier"@ast
Q167520	"Con Voyt"@az
Q1675615	"Ivan Seidenberg"@ast
Q167607	"Ceyms Komi"@az
Q1676274	"J. Bob Traxler"@ast
Q1676304	"J. D. Hayworth"@ast
Q1676390	"J. Roy Rowland"@ast
Q16769571	"Julie Adams"@ast
Q16769592	"Amal Alamuddin"@af
Q1677120	"Jack Mildren"@ace
Q1677403	"Vincent Bugliosi"@ast
Q1677579	"Jack Lew"@cs
Q16776319	"Paul J. Selva"@ast
Q167821	"Gore Vidal"@af
Q1679884	"James A. Barcia"@ast
Q167989	"William J. Duiker"@ast
Q16799493	"Daniel A. Nigro"@da
Q1679985	"James B. Longley"@yo
Q1680004	"James Bamford"@ast
Q1680110	"James C. Marshall"@de
Q1680114	"James C. Miller"@de
Q1680130	"James Carafano"@ast
Q1680231	"James Boyle"@ast
Q1680313	"Seth G. Jones"@de
Q168041	"Bjezinskiy Zbignev"@uz
Q1680479	"James H. Burnley"@de
Q1680494	"James H. Maloney"@ast
Q1680504	"James Howard Weaver"@pl
Q1680620	"James J. Howard"@ast
Q1680682	"James L. Connaughton"@ast
Q1680732	"James M. Clarke"@ast
Q1680733	"James M. Collins"@ast
Q1680807	"James McNerney"@ca
Q1680820	"James Michael Shannon"@de
Q168083	"Howard Fineman"@ast
Q1681008	"Ceyms Klepper"@az
Q1681058	"James Russell Wiggins"@ast
Q1681079	"James Coleman"@af
Q1681148	"Bob McDonald"@fi
Q1681252	"James Loewen"@ca
Q1681266	"James W. Symington"@ast
Q1681327	"James Woolsey"@ca
Q1681929	"Lee M. Thomas"@ast
Q16821321	"William G. Allman"@ast
Q1683463	"Jared Bernstein"@ast
Q1683489	"Jari Askins"@ast
Q16838468	"Gary J. Walters"@ast
Q1683881	"Jason Chaffetz"@ace
Q1683983	"Jason Sehorn"@ace
Q1684313	"Jay Dickey"@aa
Q1684362	"Jay Sekulow"@ast
Q1684374	"Jay W. Johnson"@ast
Q16846234	"Christian McDaniel"@ast
Q16847599	"Michael Petrelis"@ast
Q1684792	"Jean-Damascene Bizimana"@sq
Q1684857	"Morgan Griffith"@ast
Q16849797	"Jay Obernolte"@ast
Q1685558	"Peter I. Blute"@ast
Q16855893	"Cristian Barros"@ast
Q168592	"Jaime Herrera Beutler"@ast
Q1686078	"Jeb Bradley"@ast
Q1686295	"Jeff Denham"@ast
Q1686330	"Galfridus Landry"@la
Q1686444	"Jeffrey Gedmin"@ast
Q1686485	"Jeff Immelt"@cs
Q16866674	"Myra MacPherson"@ast
Q16866720	"Mark Cady"@ast
Q1686927	"Jonah Goldberg"@ast
Q1686994	"Jennings Randolph"@ast
Q16875097	"David Roberti"@ast
Q16875169	"Kenneth Claiborne Royall"@ca
Q16875249	"Lori Saine"@ast
Q16875330	"Eugene Scalia"@ast
Q16875346	"Charles Schneider"@ast
Q1687592	"Steven Emerson"@ast
Q1687838	"Jerry Huckaby"@ast
Q1687846	"Jerry Kleczka"@ast
Q16885632	"James H. Shelton"@nl
Q16885661	"James M. Shuart"@ast
Q16885948	"Kevin Sullivan"@ast
Q16886196	"Polly Trottenberg"@ast
Q16886217	"Matthew H. Tueller"@ast
Q16886508	"Daniel Werfel"@ast
Q16887115	"Wendy Wright"@ast
Q16887632	"Paulette Brown"@ast
Q16889041	"Jeff Lord"@ast
Q1689028	"James Bacchus"@id
Q1689035	"Jim Bates"@ast
Q1689050	"Jim Broyhill"@ast
Q1689051	"Jim Bunn"@ast
Q1689111	"Jim Himes"@ast
Q1689138	"Jim Leach"@ast
Q1689150	"Jim McCrery"@ast
Q1689170	"Jim Moody"@ast
Q1689180	"Jim Olin"@ast
Q1689219	"Jim Slattery"@ast
Q1689229	"Jim Talent"@ast
Q1689239	"Jim Wallis"@ast
Q1689427	"Jimmy Quillen"@ast
Q168992	"Djessïka Sïmpson"@kk-latn
Q1691308	"Jody Powell"@ast
Q1691395	"Joe Donnelly"@ast
Q1691422	"Joe Frank Harris"@ast
Q1691492	"Joe Klein"@ast
Q1691534	"Joe Moakley"@ast
Q1691592	"Joe Schwarz"@ast
Q1691639	"Joe Walsh"@ast
Q1692711	"Nancy Pfotenhauer"@ast
Q16934040	"Tasmina Ahmed-Sheikh"@ast
Q16934476	"Theresa Amato"@ast
Q16935118	"Jonathan Mayer"@ast
Q16937530	"Carol Reardon"@ast
Q16937914	"Ronald H. Spector"@ast
Q16945568	"Jim Wooten"@ast
Q16954711	"Davita Vance-Cooks"@ast
Q16963679	"Jenonne R. Walker"@ast
Q16963813	"Michael Thawley"@ast
Q16970977	"Ari Kelman"@ast
Q16971937	"Cornell William Brooks"@ast
Q16971991	"Everett Carll Ladd"@ast
Q16973484	"Kendall Thomas"@ast
Q16974746	"Nico Pitney"@ast
Q16975728	"Robert S. Litt"@ast
Q16975742	"Maya Rockeymoore"@ast
Q16979824	"Brian Babin"@ast
Q16980175	"John Ratcliffe"@ast
Q16980625	"Sandra Grimes"@ast
Q16980646	"Claudio Saunt"@ast
Q16980703	"Joel Schwartz"@ast
Q16980738	"Nina Gilden Seavey"@ast
Q16980840	"David Shedd"@ast
Q16981066	"Sohrab Ahmari"@ast
Q16981476	"Paul Schott Stevens"@ast
Q16981525	"Tom Strickland"@ast
Q16981760	"Merdith W. B. Temple"@de
Q16982335	"Joshua Trevino"@sq
Q16982345	"Dave Trott"@fr
Q16982810	"Elizabeth R. Varon"@ast
Q16983054	"Susan M. Wachter"@ast
Q16983137	"Susan Ware"@ast
Q16983352	"Nan Whaley"@ast
Q16983422	"Wil Haygood"@ast
Q16983617	"John Fabian Witt"@ast
Q16983665	"Susan L. Woodward"@ast
Q16983756	"Kim Wyman"@ast
Q16986752	"Scott Wagner"@ast
Q1699254	"III. John F. Banzhaf"@tr
Q1699277	"John Barrow"@ast
Q1699486	"John C. Fleming"@de
Q1699509	"John Cornelius Stennis"@cy
Q1699656	"John Cooksey"@ast
Q1699908	"John E. Sununu"@ast
Q1699957	"John Ehrlichman"@ast
Q1700027	"John F. Tierney"@ast
Q1700152	"John G. Schmitz"@af
Q1700322	"John H. Marburger"@de
Q1700352	"John Hammergren"@ast
Q1700500	"John Hospers"@ast
Q1700505	"John Howard Dalton"@ast
Q1700569	"John J. DeGioia"@ast
Q1700630	"Ken Lewis"@ast
Q1700735	"John C. Kornblum"@cy
Q1700888	"John Burton"@pt
Q1700964	"John Markoff"@ast
Q1701039	"John McLaughlin"@ast
Q17011236	"Sarah McBride"@ast
Q1701257	"John Olver"@ast
Q1701291	"John P. Hiler"@ast
Q1701350	"John Patrick Williams"@cy
Q1701364	"John Paul Hammerschmidt"@ast
Q1701454	"John Porter East"@ast
Q1701577	"John Miller"@ast
Q1701649	"John S. Herrington"@ast
Q1701650	"John S. Horn"@de
Q1701660	"John S. Pistole"@ast
Q1701687	"John Scarlett"@ast
Q17016945	"Marie C. Wilson"@ca
Q1701714	"John Seigenthaler"@ast
Q1701732	"Ioannes Shadegg"@la
Q1701747	"John Shimkus"@ast
Q1701789	"Kermit Gordon"@ast
Q1701854	"John Stumpf"@ast
Q1701871	"John T. Connor"@ast
Q1701882	"John T. Myers"@ast
Q1702040	"John W. Carlin"@ast
Q1702156	"John Wiley Bryant"@ast
Q1702210	"John Wolfe"@ca
Q1702273	"Johnnie Carson"@ast
Q1702828	"Jon Porter"@ast
Q1702841	"Jon Runyan"@ace
Q1703223	"Jonathan Kozol"@ast
Q1703300	"Jonathan Schell"@ast
Q1703520	"Ronald D. Coleman"@ast
Q17036195	"Luiza Savage"@ast
Q1703840	"Doug LaMalfa"@ast
Q17040690	"Matthew Wasniewski"@ast
Q170419	"Carlos Slim"@ast
Q17057181	"Karin Smyth"@ast
Q170572	"Alec Baldwin"@af
Q170581	"Nancy Pelosi"@af
Q1706385	"Joseph A. Califano"@ca
Q1707608	"Joe Medicine Crow"@af
Q1707644	"Joseph Minish"@ast
Q1707784	"Joe Kennedy III"@cs
Q1708133	"Joseph Verner Reed"@yo
Q1708162	"Joseph Barr"@fr
Q1708182	"Joseph W. Westphal"@ast
Q17087122	"Rodger Randle"@ast
Q17087134	"Joel Rogers"@ast
Q17089502	"Scott Taylor"@ast
Q17090449	"Sumit Ganguly"@ast
Q17090538	"Susan Turnbull"@ast
Q17091431	"John Schmidt"@ast
Q17107980	"Robert Titsch"@ast
Q17109089	"James F. Entwistle"@ast
Q1711965	"Julian C. Dixon"@bar
Q1712024	"Julian Lincoln Simon"@ast
Q17141281	"Mark Smith"@ast
Q1714165	"Justin Amash"@ast
Q17141977	"Shane Harris"@ast
Q1714242	"Justin Wolfers"@ast
Q17145793	"Jonathan Tepperman"@ast
Q17156084	"John Glusman"@ast
Q17160419	"Dave Brat"@ast
Q17163024	"Herbert Spiro"@ast
Q1717689	"Walter Capps"@ast
Q1717753	"Sala Burton"@ast
Q17180679	"Robert Jenrick"@af
Q17180890	"Bernardo Ruiz"@ast
Q17182698	"Daniel Brown"@cs
Q17183018	"John C. McManus"@da
Q17183121	"Claudia Gordon"@ca
Q17183308	"Jeff Jackson"@ast
Q17183447	"James C. Swan"@ast
Q17183687	"Zephyr Teachout"@ast
Q17183837	"Peter J. Spiro"@da
Q171905	"Ceymi Foks"@az
Q17198323	"Martha Bayles"@ast
Q17198645	"John Stauffer"@ast
Q171989	"Iacobus Rodney Schlesinger"@la
Q172044	"Cennifer Qarner"@az
Q172388	"Aschraf Ghani Ahmadsai"@de
Q172466	"Chû Tai-vùn"@hak
Q1725230	"Murray Waas"@ast
Q1725367	"Maynard Glitman"@pt
Q1726136	"Timothy M. Carney"@ast
Q1726234	"Robert White"@ast
Q1726519	"Ronnie Flippo"@ast
Q17293	"14t Dalai Lama"@sco
Q1729888	"Sean Duffy"@ast
Q17305867	"Kenneth A. Dodge"@ast
Q17305968	"Henry F. (Henry Franklin) Graff"@cs
Q17306094	"John Bachtell"@ast
Q17306111	"Joseph Otting"@ast
Q17318953	"Gayle E. Smith"@en
Q173839	"Tom Cole"@ast
Q17385669	"Deneen Borelli"@ast
Q1738577	"Ken Bentsen"@de
Q1738589	"Ken Cuccinelli"@ast
Q17386075	"John E. Hyten"@ast
Q17386359	"W. Drake McFeely"@ast
Q17386504	"Gary Palmer"@ast
Q17388828	"Damon Thayer"@ast
Q17388892	"Mark Walker"@ast
Q17402717	"David Perdue"@ast
Q17402946	"William Barber"@it
Q17405706	"Marie Harf"@ast
Q17410819	"Fouad Massoum"@fr
Q17411190	"Daniel Halper"@ast
Q17411341	"Karl Anthony Racine"@ht
Q1741192	"Kika de la Garza"@aa
Q174264	"David Dreier"@ast
Q174311	"Christopher Reeve"@af
Q1744	"Madona"@sr-el
Q174438	"Madeleine Albright"@af
Q17465577	"Alexa L. Wesner"@ast
Q17466083	"David L. Goldfein"@ast
Q17466231	"Jacquelyn Serwer"@ast
Q1747068	"Pat Swindall"@ast
Q1747322	"Neal Katyal"@ast
Q1747635	"William F. Schulz"@cy
Q174843	"Ceff Brices"@az
Q17489652	"Helen Thorpe"@ast
Q17489717	"Leonard P. Wishart III"@ast
Q174908	"Michael Moore"@af
Q17492386	"Ron Capps"@ast
Q17496613	"Vian Dakheel"@oc
Q174979	"Alan Bartlett Shepard"@es
Q1750295	"Hew Strachan"@ast
Q17503525	"Elizabeth Anne Holmes"@af
Q17505469	"David Mark"@ast
Q17509524	"Sara Nelson"@ast
Q17516980	"Richard H. Anderson"@ast
Q17517118	"Jason Rezaian"@ast
Q17518789	"Dotty Lynch"@ast
Q17519	"Anousheh Ansari"@an
Q175195	"Peter Gabriel"@ast
Q17523798	"Christopher Bracey"@ast
Q17523878	"Alexis Madrigal"@ast
Q17541011	"Gustavo Arellano"@ast
Q17541357	"Roberta A. Kaplan"@dag
Q17580210	"Martha Laning"@ast
Q1758507	"Peter DeFazio"@ast
Q1758631	"Alcee Hastings"@ast
Q176202	"Richard Grasso"@ast
Q176346	"Frank O'Bannon"@ast
Q1764061	"Alexandra Wentworth"@ast
Q176515	"Hovardas Gardneris"@lt
Q1765863	"W. H. McNeill"@cs
Q1767846	"Peter Karmanos, Jr."@ca
Q1770320	"Timothy Noah"@ast
Q1770472	"Julie Nixon"@sq
Q1770797	"John Chancellor"@ast
Q17708724	"Elizabeth Arnold"@ast
Q1771302	"Mike Royko"@ast
Q17714	"estiven hoquin"@qu
Q17715115	"Eliana Johnson"@ast
Q17715146	"Robert Costa"@ast
Q17721839	"Neal B. Freeman"@ast
Q177238	"Esteban Edward Torres"@ast
Q1772406	"Norman Solomon"@ast
Q1773127	"Mark Filip"@ast
Q1775679	"Connie Morella"@ast
Q177593	"Wolfgang Ischinger"@aa
Q1780222	"Paul Findley"@ast
Q1781980	"Konrad Elmer"@en
Q17859864	"Warren H. Phillips"@cs
Q178632	"Lawrence J. Smith"@ast
Q1790063	"Nick Smith"@ast
Q17905	"Martin Schulz"@af
Q179051	"Abdwl-Djabbar Karïm"@kk-latn
Q179095	"George J. Terwilliger"@de
Q1791005	"Georgie Anne Geyer"@af
Q1791146	"Owen B. Pickett"@ast
Q179150	"Sonny Bono"@af
Q1791549	"David G. Neeleman"@it
Q17916850	"Annalyn Swan"@af
Q1792048	"Karen DeYoung"@ast
Q1792585	"Webb Franklin"@ast
Q179282	"Stephanus Weinberg"@la
Q1794112	"Tom Lewis"@ast
Q179497	"Olivarius Stone"@la
