?qid	?name
<http://www.wikidata.org/entity/Q20740735>	"Corey Lewandowski"@ast
<http://www.wikidata.org/entity/Q20740746>	"Jeffrey David Cox"@ast
<http://www.wikidata.org/entity/Q20747098>	"Helen Whately"@ast
<http://www.wikidata.org/entity/Q2074818>	"Mitchell Bard"@ast
<http://www.wikidata.org/entity/Q20749485>	"Vincent R. Stewart"@de
<http://www.wikidata.org/entity/Q2075616>	"Peter Hennessy"@ast
<http://www.wikidata.org/entity/Q20771118>	"Clifton Truman Daniel"@ast
<http://www.wikidata.org/entity/Q2077328>	"Peter Novick"@ast
<http://www.wikidata.org/entity/Q2077674>	"Peter Deutsch"@ast
<http://www.wikidata.org/entity/Q2077682>	"Peter R. Kann"@ast
<http://www.wikidata.org/entity/Q2078827>	"Peter W. Barca"@ast
<http://www.wikidata.org/entity/Q2078864>	"Peter Rodino"@fr
<http://www.wikidata.org/entity/Q2079087>	"Joe M. Rodgers"@ca
<http://www.wikidata.org/entity/Q20791647>	"Linda Sarsour"@af
<http://www.wikidata.org/entity/Q20808932>	"Michael Paterniti"@ast
<http://www.wikidata.org/entity/Q208101>	"Džozefs Hellers"@lv
<http://www.wikidata.org/entity/Q20831455>	"Eugenia Cheng"@ast
<http://www.wikidata.org/entity/Q20831463>	"Timothy Groseclose"@ast
<http://www.wikidata.org/entity/Q208355>	"Choakinas Čisanas"@lt
<http://www.wikidata.org/entity/Q20853469>	"Jeanne Theoharis"@ast
<http://www.wikidata.org/entity/Q2085648>	"Phil Gingrey"@ast
<http://www.wikidata.org/entity/Q20856618>	"Chris Arnade"@ast
<http://www.wikidata.org/entity/Q20858020>	"Frank Leith Jones"@ast
<http://www.wikidata.org/entity/Q2086183>	"Philip Gould"@da
<http://www.wikidata.org/entity/Q2086185>	"Philip Gourevitch"@ast
<http://www.wikidata.org/entity/Q2086224>	"Philip A. Hart"@hu
<http://www.wikidata.org/entity/Q2086232>	"Philip B. Heymann"@cs
<http://www.wikidata.org/entity/Q2086391>	"Philip R. Sharp"@de
<http://www.wikidata.org/entity/Q2086673>	"Delbert L. Latta"@fi
<http://www.wikidata.org/entity/Q20878172>	"Ron Faucheux"@ast
<http://www.wikidata.org/entity/Q20880398>	"Theresa Brown"@ast
<http://www.wikidata.org/entity/Q208869>	"Franciscus McCourt"@la
<http://www.wikidata.org/entity/Q2091218>	"Faye Wattleton"@ast
<http://www.wikidata.org/entity/Q2091892>	"Suzan DelBene"@ast
<http://www.wikidata.org/entity/Q2094491>	"Tip O'Neill"@ast
<http://www.wikidata.org/entity/Q2095615>	"Allen West"@ast
<http://www.wikidata.org/entity/Q209617>	"Jan-Bertran Aristid"@az
<http://www.wikidata.org/entity/Q2096271>	"Steve Israel"@ast
<http://www.wikidata.org/entity/Q2096683>	"Ted Koppel"@ast
<http://www.wikidata.org/entity/Q2096807>	"Stephen J. Solarz"@bar
<http://www.wikidata.org/entity/Q20974136>	"Jennifer Laszlo Mizrahi"@ast
<http://www.wikidata.org/entity/Q20977764>	"Kasie Hunt"@ast
<http://www.wikidata.org/entity/Q20979324>	"Suzette Malveaux"@fr
<http://www.wikidata.org/entity/Q20979370>	"Sam Roberts"@ast
<http://www.wikidata.org/entity/Q20985330>	"Patrick J. Deluhery"@ast
<http://www.wikidata.org/entity/Q20985709>	"Leola C. Robinson-Simpson"@ast
<http://www.wikidata.org/entity/Q20986554>	"Morris D. Busby"@ast
<http://www.wikidata.org/entity/Q20989029>	"Robert E. Woodside"@ast
<http://www.wikidata.org/entity/Q209989>	"Hjubert Hamfri"@sr-el
<http://www.wikidata.org/entity/Q21001>	"Bûn Chāi-în"@nan
<http://www.wikidata.org/entity/Q21005390>	"Kenneth A. Clarke"@ast
<http://www.wikidata.org/entity/Q210059>	"Neil Gaiman"@ast
<http://www.wikidata.org/entity/Q21008905>	"Michael Horn"@ast
<http://www.wikidata.org/entity/Q21028297>	"Anita Friedt"@ast
<http://www.wikidata.org/entity/Q210308>	"Lawrence Eagleburger"@ast
<http://www.wikidata.org/entity/Q21034305>	"Gholamali Khosroo"@ast
<http://www.wikidata.org/entity/Q210362>	"Joseph Nye"@af
<http://www.wikidata.org/entity/Q21040199>	"Kiran Ahuja"@ast
<http://www.wikidata.org/entity/Q210435>	"Con Edqar Quver"@az
<http://www.wikidata.org/entity/Q2105>	"Chiraci Jacques"@vro
<http://www.wikidata.org/entity/Q21061985>	"Elizabeth Sherwood-Randall"@ast
<http://www.wikidata.org/entity/Q21062209>	"Elizabeth D. Leonard"@ast
<http://www.wikidata.org/entity/Q21062211>	"Noah Andre Trudeau"@ast
<http://www.wikidata.org/entity/Q21062269>	"John F. Ross"@ast
<http://www.wikidata.org/entity/Q21062294>	"Joan Waugh"@ast
<http://www.wikidata.org/entity/Q21062504>	"Vincent Viola"@ast
<http://www.wikidata.org/entity/Q21062653>	"Angela Monson"@ast
<http://www.wikidata.org/entity/Q21062779>	"Andy Sanborn"@ast
<http://www.wikidata.org/entity/Q21062855>	"Sally Yates"@aa
<http://www.wikidata.org/entity/Q21063081>	"Gustave F. Perna"@ast
<http://www.wikidata.org/entity/Q21063176>	"Helaine Olen"@ast
<http://www.wikidata.org/entity/Q21063311>	"Paul K. Hurley"@ast
<http://www.wikidata.org/entity/Q21063459>	"Babagana Monguno"@ast
<http://www.wikidata.org/entity/Q21063673>	"Michael Parks"@ast
<http://www.wikidata.org/entity/Q21063684>	"Richard T. Devereaux"@ast
<http://www.wikidata.org/entity/Q21063790>	"Nikole Hannah-Jones"@ast
<http://www.wikidata.org/entity/Q21063842>	"Daniel Schulman"@ast
<http://www.wikidata.org/entity/Q21064032>	"Jan Jarboe Russell"@ast
<http://www.wikidata.org/entity/Q21064106>	"Ben White"@ast
<http://www.wikidata.org/entity/Q21064122>	"Broderick D. Johnson"@ast
<http://www.wikidata.org/entity/Q21064163>	"Harold A. Schaitberger"@ast
<http://www.wikidata.org/entity/Q21064222>	"Clarence Mitchell IV"@cs
<http://www.wikidata.org/entity/Q21064596>	"Michael Oreskes"@ast
<http://www.wikidata.org/entity/Q21066695>	"Francine Klagsbrun"@ast
<http://www.wikidata.org/entity/Q21066803>	"Stephen Henderson"@ast
<http://www.wikidata.org/entity/Q21067048>	"Alexander Marlow"@ast
<http://www.wikidata.org/entity/Q21067199>	"Dan "Two Dogs" Hampton"@ast
<http://www.wikidata.org/entity/Q21070473>	"Rebecca Traister"@ast
<http://www.wikidata.org/entity/Q21071058>	"Andy Slavitt"@ast
<http://www.wikidata.org/entity/Q21074246>	"Terrence A. Duffy"@ast
<http://www.wikidata.org/entity/Q21094891>	"Roger D. Launius"@ast
<http://www.wikidata.org/entity/Q2109934>	"Sharon Pratt"@cs
<http://www.wikidata.org/entity/Q211029>	"Edward Osborne Wilson"@es
<http://www.wikidata.org/entity/Q211239>	"Codi Vilyams"@az
<http://www.wikidata.org/entity/Q21137576>	"Alvin Adams"@it
<http://www.wikidata.org/entity/Q211415>	"Edvard Ceyms Olmos"@az
<http://www.wikidata.org/entity/Q2114663>	"Mamie E. Locke"@de
<http://www.wikidata.org/entity/Q211539>	"Peter Singer"@af
<http://www.wikidata.org/entity/Q2115428>	"Janet Howell"@ast
<http://www.wikidata.org/entity/Q21173970>	"Deana Pollard Sacks"@ast
<http://www.wikidata.org/entity/Q211776>	"Ceyms Tobin"@az
<http://www.wikidata.org/entity/Q21192292>	"Beny J. Primm"@ast
<http://www.wikidata.org/entity/Q211987>	"Ionathas Stewart"@la
<http://www.wikidata.org/entity/Q2120355>	"Ray McGovern"@ast
<http://www.wikidata.org/entity/Q212173>	"Rocer Ebert"@az
<http://www.wikidata.org/entity/Q212190>	"Cihan Sedat"@tr
<http://www.wikidata.org/entity/Q21228205>	"Richard Abels"@ast
<http://www.wikidata.org/entity/Q2124>	"Jiskar d’esten Valeri"@uz
<http://www.wikidata.org/entity/Q212496>	"Masinu Buscetta"@scn
<http://www.wikidata.org/entity/Q21257859>	"Andrew Garbarino"@ast
<http://www.wikidata.org/entity/Q212648>	"Rudi Culiani"@crh
<http://www.wikidata.org/entity/Q212659>	"Monica Lewinsky"@af
<http://www.wikidata.org/entity/Q212706>	"Allan H. Meltzer"@cs
<http://www.wikidata.org/entity/Q212730>	"Stephanus Pinker"@la
<http://www.wikidata.org/entity/Q212801>	"Arundhati Roja"@lv
<http://www.wikidata.org/entity/Q212886>	"Stephanus Colbert"@la
<http://www.wikidata.org/entity/Q2129521>	"Ralph Becker"@ast
<http://www.wikidata.org/entity/Q212979>	"Robert Gates"@ast
<http://www.wikidata.org/entity/Q2129881>	"Ralph Yarborough"@ast
<http://www.wikidata.org/entity/Q2130427>	"Ramazan Lamamra"@tr
<http://www.wikidata.org/entity/Q2130627>	"Randall Terry"@ast
<http://www.wikidata.org/entity/Q213076>	"Čārlzs Konrāds"@lv
<http://www.wikidata.org/entity/Q2130783>	"Randy Forbes"@ast
<http://www.wikidata.org/entity/Q2130820>	"Randy Tate"@ast
<http://www.wikidata.org/entity/Q213122>	"Betti Ford"@az
<http://www.wikidata.org/entity/Q2133994>	"Ray Thornton"@ast
<http://www.wikidata.org/entity/Q2134162>	"Ray Donovan"@ca
<http://www.wikidata.org/entity/Q2134165>	"Raymond Jeanloz"@ast
<http://www.wikidata.org/entity/Q213430>	"Larri Kinq"@az
<http://www.wikidata.org/entity/Q2134968>	"Rebecca Solnit"@ast
<http://www.wikidata.org/entity/Q213512>	"Bill Cosby"@ace
<http://www.wikidata.org/entity/Q213550>	"Bili Grejam"@sr
<http://www.wikidata.org/entity/Q213652>	"Amitai Etzioni"@ast
<http://www.wikidata.org/entity/Q213692>	"Gualterius Laqueur"@la
<http://www.wikidata.org/entity/Q213706>	"Thomas Selleck"@la
<http://www.wikidata.org/entity/Q2137851>	"Regina Benjamin"@ast
<http://www.wikidata.org/entity/Q2139894>	"Reid Ribble"@ast
<http://www.wikidata.org/entity/Q214268>	"Gunter Pleuger"@af
<http://www.wikidata.org/entity/Q214315>	"Karl Theodor Paschke"@ast
<http://www.wikidata.org/entity/Q214357>	"Gerhard Ludwig Weinberg"@de
<http://www.wikidata.org/entity/Q214447>	"Gregory Baum"@ast
<http://www.wikidata.org/entity/Q214475>	"Ayaan Hirsi Ali"@an
<http://www.wikidata.org/entity/Q214677>	"Nora Efron"@az
<http://www.wikidata.org/entity/Q2147070>	"Rex E. Lee"@ast
<http://www.wikidata.org/entity/Q2147095>	"Rex Weyler"@ast
<http://www.wikidata.org/entity/Q2148674>	"Ricardo Hausmann"@ast
<http://www.wikidata.org/entity/Q2148853>	"Rich Nugent"@ast
<http://www.wikidata.org/entity/Q2149156>	"Richard Burt"@ast
<http://www.wikidata.org/entity/Q2149269>	"Richard D. Klausner"@ast
<http://www.wikidata.org/entity/Q2149305>	"Richard Dean Parsons"@ca
<http://www.wikidata.org/entity/Q2149318>	"Richard Dennis"@ast
<http://www.wikidata.org/entity/Q214959>	"Harijs Belafonte"@lv
<http://www.wikidata.org/entity/Q21496505>	"Nancy C. Unger"@ast
<http://www.wikidata.org/entity/Q2149657>	"Dick Black"@da
<http://www.wikidata.org/entity/Q2149678>	"Richard H. Stallings"@ast
<http://www.wikidata.org/entity/Q2150030>	"Richard L. Berkley"@ast
<http://www.wikidata.org/entity/Q215057>	"Iacobus Richardus Perry"@la
<http://www.wikidata.org/entity/Q2150705>	"Richard B. Stone"@de
<http://www.wikidata.org/entity/Q2151547>	"Rick Boucher"@ast
<http://www.wikidata.org/entity/Q2151554>	"Rick Crawford"@ast
<http://www.wikidata.org/entity/Q2151594>	"Rick Nolan"@ast
<http://www.wikidata.org/entity/Q2151648>	"Rick Wagoner"@ast
<http://www.wikidata.org/entity/Q21519577>	"Jacqueline A. Berrien"@ast
<http://www.wikidata.org/entity/Q2152275>	"Ivo Daalder"@ast
<http://www.wikidata.org/entity/Q2152423>	"Major Owens"@ast
<http://www.wikidata.org/entity/Q215284>	"Cerri Yanq"@az
<http://www.wikidata.org/entity/Q215311>	"Henry Grunwald"@ast
<http://www.wikidata.org/entity/Q215393>	"Jurgen Ruhfus"@sq
<http://www.wikidata.org/entity/Q21541042>	"Barbara Ransby"@ast
<http://www.wikidata.org/entity/Q21551514>	"Cliff Kincaid"@ast
<http://www.wikidata.org/entity/Q21552071>	"John Wohlstetter"@ast
<http://www.wikidata.org/entity/Q21552622>	"Robert Blendon"@sq
<http://www.wikidata.org/entity/Q2156128>	"Rob Woodall"@ast
<http://www.wikidata.org/entity/Q2156310>	"Robert A. Underwood"@ast
<http://www.wikidata.org/entity/Q2156525>	"Bob Beckel"@ast
<http://www.wikidata.org/entity/Q2156571>	"Robert Blackwill"@ast
<http://www.wikidata.org/entity/Q2156912>	"Bob Dold"@cs
<http://www.wikidata.org/entity/Q2156924>	"Robert Duffy"@ast
<http://www.wikidata.org/entity/Q2157175>	"Robert Ellsworth"@ast
<http://www.wikidata.org/entity/Q21572825>	"Andreas Beshear"@la
<http://www.wikidata.org/entity/Q21572863>	"Luke Bronin"@ast
<http://www.wikidata.org/entity/Q2157324>	"Robert Gottlieb"@ast
<http://www.wikidata.org/entity/Q2157642>	"Robert Hurt"@ast
<http://www.wikidata.org/entity/Q215777>	"Aaron Hank"@ln
<http://www.wikidata.org/entity/Q2157813>	"Robert Kastenmeier"@ast
<http://www.wikidata.org/entity/Q2158300>	"Robert Jan Mrazek"@sk
<http://www.wikidata.org/entity/Q215868>	"Alice Malsenior Walker"@eu
<http://www.wikidata.org/entity/Q2158789>	"Cтраусc, Роберт Шварц"@ru
<http://www.wikidata.org/entity/Q215905>	"Ichák Perlman"@hu
<http://www.wikidata.org/entity/Q2159188>	"Robert Weygand"@ast
<http://www.wikidata.org/entity/Q2159729>	"Robin Carnahan"@ast
<http://www.wikidata.org/entity/Q215976>	"Patricia Arquette"@af
<http://www.wikidata.org/entity/Q2159779>	"Robin Hanson"@ast
<http://www.wikidata.org/entity/Q2159790>	"Robin Hayes"@ast
<http://www.wikidata.org/entity/Q2159908>	"Robin Tallon"@ast
<http://www.wikidata.org/entity/Q2161181>	"Rodney E. Slater"@ast
<http://www.wikidata.org/entity/Q216174>	"Rudy Boschwitz"@ast
<http://www.wikidata.org/entity/Q216195>	"Tom Vwlf"@kk-latn
<http://www.wikidata.org/entity/Q2164923>	"Romano L. Mazzoli"@bar
<http://www.wikidata.org/entity/Q2165407>	"Ron Barber"@ast
<http://www.wikidata.org/entity/Q2165469>	"Ron Littlefield"@ast
<http://www.wikidata.org/entity/Q2165476>	"Ron Marlenee"@ast
<http://www.wikidata.org/entity/Q2165504>	"Ron Packard"@ast
<http://www.wikidata.org/entity/Q2165528>	"Ron Ramsey"@ast
<http://www.wikidata.org/entity/Q2165564>	"Ronald A. Sarasin"@ast
<http://www.wikidata.org/entity/Q2165678>	"Ronald M. Mottl"@aa
<http://www.wikidata.org/entity/Q2165689>	"Ronald Machtley"@ast
<http://www.wikidata.org/entity/Q216594>	"Ed Miliband"@af
<http://www.wikidata.org/entity/Q2166034>	"Ronnie Shows"@ast
<http://www.wikidata.org/entity/Q21662745>	"Nanette Barragan"@sq
<http://www.wikidata.org/entity/Q21662866>	"Peggy Flanagan"@ast
<http://www.wikidata.org/entity/Q21663342>	"Christine Montross"@ast
<http://www.wikidata.org/entity/Q217033>	"Ceyn Rassell"@az
<http://www.wikidata.org/entity/Q2170918>	"Roy Spencer"@ast
<http://www.wikidata.org/entity/Q21710125>	"Oh Joon"@ast
<http://www.wikidata.org/entity/Q217110>	"Orson Scott Card"@ast
<http://www.wikidata.org/entity/Q21711757>	"Thomas Kunkel"@ast
<http://www.wikidata.org/entity/Q21716258>	"Gerard Baker"@ast
<http://www.wikidata.org/entity/Q21716282>	"Michael J. Elliott"@ast
<http://www.wikidata.org/entity/Q217314>	"Džons Edvardss"@lv
<http://www.wikidata.org/entity/Q21735522>	"Gerard van Bohemen"@ast
<http://www.wikidata.org/entity/Q217683>	"Lewis Paul Bremer"@it
<http://www.wikidata.org/entity/Q2177747>	"Ruth R. Wisse"@ca
<http://www.wikidata.org/entity/Q217790>	"Lawrence Lessig"@ast
<http://www.wikidata.org/entity/Q21791>	"Nadine Strossen"@an
<http://www.wikidata.org/entity/Q218217>	"Zoe Lofgren"@ast
<http://www.wikidata.org/entity/Q2183412>	"Carlos Romero Barcelo"@sq
<http://www.wikidata.org/entity/Q218511>	"Antonio Villaraigosa"@ast
<http://www.wikidata.org/entity/Q218544>	"Jackie Speier"@af
<http://www.wikidata.org/entity/Q218630>	"Maykl Del"@az
<http://www.wikidata.org/entity/Q21863882>	"Radulphus Torres"@la
<http://www.wikidata.org/entity/Q21931886>	"Ian Urbina"@ast
<http://www.wikidata.org/entity/Q21932139>	"Tina Kaidanow"@ast
<http://www.wikidata.org/entity/Q21932292>	"Richard M. Mills"@cs
<http://www.wikidata.org/entity/Q21933522>	"Michele Thoren Bond"@ast
<http://www.wikidata.org/entity/Q21933697>	"Joan Larsen"@ast
<http://www.wikidata.org/entity/Q21934523>	"Kim MacQuarrie"@ast
<http://www.wikidata.org/entity/Q219353>	"Rosalynn Carter"@af
<http://www.wikidata.org/entity/Q219402>	"America Ferrera"@af
<http://www.wikidata.org/entity/Q219420>	"Eduardus Albee"@la
<http://www.wikidata.org/entity/Q2195297>	"Jonathan Jarvis"@ast
<http://www.wikidata.org/entity/Q21964797>	"Robert S. Graham"@ast
<http://www.wikidata.org/entity/Q219728>	"Abdou Diouf"@ast
<http://www.wikidata.org/entity/Q21972845>	"Robert L. Bixby"@ast
<http://www.wikidata.org/entity/Q219780>	"Hanters S. Tomsons"@lv
<http://www.wikidata.org/entity/Q219861>	"Paulus Wolfowitz"@la
<http://www.wikidata.org/entity/Q219982>	"Cozef Rotblat"@az
<http://www.wikidata.org/entity/Q22003617>	"Amanda Chase"@ast
<http://www.wikidata.org/entity/Q22003782>	"Bathsheba Nell Crocker"@ast
<http://www.wikidata.org/entity/Q22003929>	"Rocky De La Fuente"@ast
<http://www.wikidata.org/entity/Q2200425>	"Jon Katz"@ast
<http://www.wikidata.org/entity/Q22004989>	"Daniel R. Hokanson"@ast
<http://www.wikidata.org/entity/Q22005162>	"Charles Horner"@ast
<http://www.wikidata.org/entity/Q22005176>	"Dan Horrigan"@ast
<http://www.wikidata.org/entity/Q22005712>	"Justus D. Doenecke"@ca
<http://www.wikidata.org/entity/Q22007112>	"Nadia Moerad"@fy
<http://www.wikidata.org/entity/Q22007397>	"Austin Petersen"@ast
<http://www.wikidata.org/entity/Q22025561>	"Michael Punke"@ast
<http://www.wikidata.org/entity/Q2204556>	"S. Frederick Starr"@cs
<http://www.wikidata.org/entity/Q22047723>	"Daniel Webster"@ast
<http://www.wikidata.org/entity/Q22059418>	"David Woodsome"@ast
<http://www.wikidata.org/entity/Q22073836>	"Lawrence Harrison"@ast
<http://www.wikidata.org/entity/Q22095395>	"Doug Burgum"@af
<http://www.wikidata.org/entity/Q22095662>	"Peter S. Onuf"@ast
<http://www.wikidata.org/entity/Q22095766>	"Rachel S. Cox"@ast
<http://www.wikidata.org/entity/Q22095895>	"David S, Mao"@sv
<http://www.wikidata.org/entity/Q22095922>	"Mo Elleithee"@ast
<http://www.wikidata.org/entity/Q22095932>	"James Srodes"@ast
<http://www.wikidata.org/entity/Q22096019>	"Serge F. Kovaleski"@ast
<http://www.wikidata.org/entity/Q22096097>	"Guy Reschenthaler"@ast
<http://www.wikidata.org/entity/Q22096471>	"Matthew Desmond"@af
<http://www.wikidata.org/entity/Q22097141>	"Andria Tupola"@ast
<http://www.wikidata.org/entity/Q22097345>	"Jennifer Zimdahl Galt"@ast
<http://www.wikidata.org/entity/Q2210294>	"Sacha Llorenti"@ast
<http://www.wikidata.org/entity/Q22121130>	"Katrina Pierson"@ast
<http://www.wikidata.org/entity/Q22159685>	"Mahmoud Saikal"@ast
<http://www.wikidata.org/entity/Q22159801>	"Benjamin Page"@ast
<http://www.wikidata.org/entity/Q2216420>	"Sam Coppersmith"@ast
<http://www.wikidata.org/entity/Q2218423>	"Samuel J. Locklear"@ast
<http://www.wikidata.org/entity/Q22185>	"Beverly Perdue"@ca
<http://www.wikidata.org/entity/Q221997>	"Ceb Buş"@az
<http://www.wikidata.org/entity/Q222008>	"Kathleen Turner"@af
<http://www.wikidata.org/entity/Q22201>	"Jim DeMint"@an
<http://www.wikidata.org/entity/Q22212>	"Lindsey Graham"@af
<http://www.wikidata.org/entity/Q222122>	"Dean Baker"@ast
<http://www.wikidata.org/entity/Q2221592>	"Sandy Weill"@ca
<http://www.wikidata.org/entity/Q22222>	"Kirstena Džilibrenda"@lv
<http://www.wikidata.org/entity/Q22237>	"Amy Klobuchar"@an
<http://www.wikidata.org/entity/Q22250>	"Maria cantwell"@vi
<http://www.wikidata.org/entity/Q22260>	"Claire McCaskill"@an
<http://www.wikidata.org/entity/Q2227094>	"Saud Nasir as-Sabah"@de
<http://www.wikidata.org/entity/Q22277087>	"Michael Blake"@ast
<http://www.wikidata.org/entity/Q22277395>	"Michael Cohen"@af
<http://www.wikidata.org/entity/Q22277668>	"Alan Ehrenhalt"@ast
<http://www.wikidata.org/entity/Q22277966>	"David Goldfield"@ast
<http://www.wikidata.org/entity/Q22279>	"Susan Collins"@af
<http://www.wikidata.org/entity/Q2227969>	"Savannah Guthrie"@ast
<http://www.wikidata.org/entity/Q22290>	"Olympia Snowe"@an
<http://www.wikidata.org/entity/Q222940>	"Chet Culver"@ast
<http://www.wikidata.org/entity/Q223151>	"Ceyms Beyker"@az
<http://www.wikidata.org/entity/Q22316>	"Con Kerri"@az
<http://www.wikidata.org/entity/Q22338>	"Mary Landrieu"@an
<http://www.wikidata.org/entity/Q22338496>	"Thomas D. Rath"@an
<http://www.wikidata.org/entity/Q22354>	"Kelly Ayotte"@an
<http://www.wikidata.org/entity/Q223568>	"Omar Souleiman"@fr
<http://www.wikidata.org/entity/Q22360>	"Lisa Murkowská"@cs
<http://www.wikidata.org/entity/Q223839>	"Lari Flint"@sr-el
<http://www.wikidata.org/entity/Q2239802>	"William Albert Wilson"@ca
<http://www.wikidata.org/entity/Q224481>	"John E. McLaughlin"@ast
<http://www.wikidata.org/entity/Q2245635>	"Brit Hume"@ast
<http://www.wikidata.org/entity/Q2250011>	"Michael Ranneberger"@ast
<http://www.wikidata.org/entity/Q2252>	"Bazs Oldrins"@lv
<http://www.wikidata.org/entity/Q225439>	"Ellen Johnson"@ast
<http://www.wikidata.org/entity/Q225823>	"Timotheus Dolan"@la
<http://www.wikidata.org/entity/Q225852>	"D. A. Pennebaker"@cs
<http://www.wikidata.org/entity/Q2260839>	"Scott DesJarlais"@ast
<http://www.wikidata.org/entity/Q2260923>	"Scott Klug"@it
<http://www.wikidata.org/entity/Q2260976>	"Scott McCoy"@ast
<http://www.wikidata.org/entity/Q2261433>	"Scotty Baesler"@ast
<http://www.wikidata.org/entity/Q2261498>	"Aaron McGruder"@ast
<http://www.wikidata.org/entity/Q2262244>	"Sean Patrick Maloney"@ast
<http://www.wikidata.org/entity/Q2262391>	"Cathy Young"@ast
<http://www.wikidata.org/entity/Q2263>	"Thomas Hanks"@la
<http://www.wikidata.org/entity/Q2263705>	"Farmer"@ht
<http://www.wikidata.org/entity/Q2264148>	"Jehane Noujaim"@ast
<http://www.wikidata.org/entity/Q22686>	"danyld.trymp"@jbo
<http://www.wikidata.org/entity/Q2272788>	"Joseph L. Rauh Jr."@dag
<http://www.wikidata.org/entity/Q2273582>	"Mark Bowden"@ast
<http://www.wikidata.org/entity/Q2274774>	"Seth P. Waxman"@ast
<http://www.wikidata.org/entity/Q2277788>	"Sheila Kuehl"@af
<http://www.wikidata.org/entity/Q2277878>	"Pedro Pierluisi"@da
<http://www.wikidata.org/entity/Q2277934>	"Shelley Sekula Gibbs"@uz
<http://www.wikidata.org/entity/Q2278468>	"Sherwin B. Nuland"@af
<http://www.wikidata.org/entity/Q2278618>	"Shibley Telhami"@ast
<http://www.wikidata.org/entity/Q2281638>	"Sid Morrison"@ast
<http://www.wikidata.org/entity/Q228645>	"Ashley Judd"@af
<http://www.wikidata.org/entity/Q2286846>	"Silvio O. Conte"@ast
<http://www.wikidata.org/entity/Q228725>	"Cynthia Nixon"@af
<http://www.wikidata.org/entity/Q228852>	"Džeina Linča"@lv
<http://www.wikidata.org/entity/Q228925>	"Dana Delany"@af
<http://www.wikidata.org/entity/Q229013>	"Sarah Silverman"@af
<http://www.wikidata.org/entity/Q229032>	"Janet Napolitano"@ast
<http://www.wikidata.org/entity/Q229141>	"Džeraldīna Ferrāro"@lv
<http://www.wikidata.org/entity/Q22930290>	"Marianne Means"@ast
<http://www.wikidata.org/entity/Q2293034>	"Mark Lynas"@ast
<http://www.wikidata.org/entity/Q229305>	"Coan Allen"@az
<http://www.wikidata.org/entity/Q229477>	"Bo Derek"@af
<http://www.wikidata.org/entity/Q22947718>	"Sara J. Bloomfield"@ast
<http://www.wikidata.org/entity/Q229487>	"Alison Dženi"@sr-el
<http://www.wikidata.org/entity/Q229520>	"Raisa Gorbacheva"@ast
<http://www.wikidata.org/entity/Q229545>	"Rakela Velča"@lv
<http://www.wikidata.org/entity/Q22957839>	"Arlene Render"@ast
<http://www.wikidata.org/entity/Q22957846>	"Azra Raza"@ast
<http://www.wikidata.org/entity/Q22957870>	"Carrie Saxon Perry"@ast
<http://www.wikidata.org/entity/Q22957875>	"Chris Weatherhead"@ast
<http://www.wikidata.org/entity/Q22958317>	"David Campion Acheson"@ast
<http://www.wikidata.org/entity/Q22958700>	"Tim Canova"@ast
<http://www.wikidata.org/entity/Q22959000>	"R. Bruce Dold"@ast
<http://www.wikidata.org/entity/Q22959315>	"Marcel Groen"@ast
<http://www.wikidata.org/entity/Q229635>	"Eileen Collins"@ast
<http://www.wikidata.org/entity/Q229671>	"Čelsija Klintone"@lv
<http://www.wikidata.org/entity/Q2298182>	"Sol Stein"@af
<http://www.wikidata.org/entity/Q2298313>	"Reza Aslan"@ast
<http://www.wikidata.org/entity/Q229926>	"Dara Toresa"@lv
<http://www.wikidata.org/entity/Q23008250>	"Jeffrey P. Weaver"@cs
<http://www.wikidata.org/entity/Q23008485>	"Mile Akmadžić"@ast
<http://www.wikidata.org/entity/Q23009982>	"Ralph Baruch"@ast
<http://www.wikidata.org/entity/Q230141>	"Chimamanda Adichie"@da
<http://www.wikidata.org/entity/Q23014899>	"Marcia Bernicat"@ast
<http://www.wikidata.org/entity/Q23016975>	"Eric Holcomb"@ast
<http://www.wikidata.org/entity/Q23018276>	"Ed Dupont"@ast
<http://www.wikidata.org/entity/Q23020745>	"Džošs Holijs"@lv
<http://www.wikidata.org/entity/Q2302283>	"Gillespie V. Montgomery"@ast
<http://www.wikidata.org/entity/Q230303>	"Carolina Kennedy Schlossberg"@la
<http://www.wikidata.org/entity/Q23034479>	"Catharina Maher"@la
<http://www.wikidata.org/entity/Q23047482>	"Katherine Spillar"@ast
<http://www.wikidata.org/entity/Q23050162>	"Alice Wells"@ast
<http://www.wikidata.org/entity/Q230578>	"Ferdinandus Henricus Cardoso"@la
<http://www.wikidata.org/entity/Q230654>	"Maria Shriver"@ast
<http://www.wikidata.org/entity/Q23071323>	"Philip L. Geyelin"@ast
<http://www.wikidata.org/entity/Q230733>	"Daiena Feinšteina"@lv
<http://www.wikidata.org/entity/Q230739>	"Katie Couric"@ast
<http://www.wikidata.org/entity/Q23074266>	"Greg Murphy"@ast
<http://www.wikidata.org/entity/Q23092021>	"Jon Ralston"@ast
<http://www.wikidata.org/entity/Q230929>	"Melissa Gilbert"@af
<http://www.wikidata.org/entity/Q230969>	"Coretta King"@pt
<http://www.wikidata.org/entity/Q231178>	"Gloria Steinem"@ast
<http://www.wikidata.org/entity/Q231207>	"Charlotte Church"@ast
<http://www.wikidata.org/entity/Q23134829>	"Alvin Sykes"@ast
