?qid	?target_col	?target_col_guid
Q15126384	"Marty"@en	Q15126384-3bc77e28-443f-16e2-dc88-76861a33eb13
Q152316	"Harry"@en	Q152316-9138749b-4f87-e1be-4588-f48e369d5375
Q153425	"L'architecte de l’Union européenne contemporaine"@fr	Q153425-0465fb51-4549-da9e-852c-94c722083e5b
Q155985	"Rick"@en	Q155985-032a550c-41ac-5c84-1412-2baa6ee1f0a5
Q158486	"Gene"@en	Q158486-c8782106-40bb-3570-995a-8f5fbf02c64d
Q15935	"Mr. West"@en	Q15935-39f1332c-40e7-8f0a-753d-70e0eb703ddb
Q1598882	"Pete"@en	Q1598882-b3f07a8c-4808-0209-356d-ba82d9e6f4e2
Q16106705	"Ike Leggett"@en	Q16106705-0e3afc56-42d5-6059-e758-ccb4530f09ed
Q16146870	"Steve"@en	Q16146870-02474ca6-44eb-6bb2-acb5-7279b9ac3f64
Q16185594	"Steve"@en	Q16185594-2fa7ed4d-4482-ffae-7ede-67d88a5fce14
Q16188847	"Click"@en	Q16188847-7035c848-4028-5ca7-a875-8aacd1a3401b
Q16200445	"Dan"@en	Q16200445-56e47763-4839-b3fe-e660-f137ce8555f3
Q16204409	"Lucky"@en	Q16204409-c0c6cb2c-4f18-fb16-848c-c43b5f0e3e94
Q16204578	"Wally"@en	Q16204578-4ce04854-41c2-8c21-9842-ccaa6dc7acb9
Q16226012	"Katie"@en	Q16226012-b8783a1d-4ee3-4fd6-8ea7-f2b56babd0f3
Q164373	"Frank"@en	Q164373-534351ae-4574-c80f-bf70-d0e823b369dc
Q16473	"Steve"@en	Q16473-0375d0c4-451e-2d5c-96a1-4cb97b164ebf
Q165210	"金村 康右"@ja	Q165210-e131a5d0-40e2-012f-e470-c9fe872071df
Q16731303	"Larry"@en	Q16731303-8a64e325-48ef-ceba-dfe8-e94268e06f17
Q16734716	"Ken"@en	Q16734716-d93e581a-4aa3-9187-ce54-11dc7fe135df
Q16983756	"Kim"@en	Q16983756-dc9f5a0e-4b6c-6ff4-0534-4b57b891977b
Q170581	"Crazy Nancy"@en	Q170581-677d1155-419a-75a9-c419-e243d7f5a7e3
Q17160419	"Dave"@en	Q17160419-d92acb79-4152-030a-f4ed-ff674a226ca3
Q1744	"Little Nonni"@en	Q1744-294cc604-4d7a-c4a4-a9e5-f10c23ad3359
Q174843	"Jeff"@en	Q174843-5a6d4530-4d80-4958-88a7-e2438c399f65
Q18159074	"Bill"@en	Q18159074-c4920f61-4438-3fe5-fd8e-6ed1eb36872b
Q186215	"Gym"@en	Q186215-06bd7374-4f6c-841b-caa7-4fc0a981cc68
Q1863922	"Jack"@en	Q1863922-5a697ed8-4e60-39fa-f9f6-45e409d018bd
Q189490	"Jen"@en	Q189490-11ab982c-4d42-1a9a-bc47-e5d79bd222e6
Q189732	"Хитрый Лис"@ru	Q189732-90c48635-44f7-dca7-3286-5f055b9cc6a9
Q192818	"Bettino"@it	Q192818-faaee854-4fd1-dc68-3ea8-81d9d2a51515
Q19520396	"Bill"@en	Q19520396-1fbc3f3d-48d8-5368-4fd7-fb4a22efb7b5
Q19668212	"Tom"@en	Q19668212-e1ba382f-4724-9dcc-1e20-9e8eea5639db
Q1973878	"Ned"@en	Q1973878-a9969f31-4e54-a3d2-8f0a-aa48ea72d2d1
Q19848	"Gaga"@en	Q19848-202044d0-4d13-ad2d-6129-f1ee80929129
Q19878	"Líder hermano y guía de la revolución"@en	Q19878-170a62d4-4cd4-46db-cee6-05b163e5ab24
Q200015	"Жирик"@ru	Q200015-c59b7013-459c-31d7-dbdc-df93c3299670
Q20067627	"Gurú de las sanciones"@es	Q20067627-173d8c2b-45df-857e-5381-3b2a58e17a45
Q202006	"Baba Africa"@en	Q202006-35aff37f-4eaa-6e7f-ff54-5ab6e0424ceb
Q20684288	"Jim"@en	Q20684288-99d30fba-414e-3054-1e85-0573d21a21ba
Q2105	"bison égocentrique"@fr	Q2105-2d289548-4a74-67ed-d1a7-1ff1839aca12
Q21062504	"Vinnie"@en	Q21062504-7ecf83e5-4d52-e2f9-df9d-d9467bf9a8a2
Q2124	"VGE"@fr	Q2124-3de02dc6-44c4-3bcd-64d2-ee36bb8205c0
Q213512	"The Cos"@en	Q213512-f6c676bd-49e1-edef-b634-41c53941af45
Q214959	"King of Calypso"@en	Q214959-8770bad7-4b60-c79b-7c13-fd6c7a0dd246
Q2151554	"Rick"@en	Q2151554-ea52989e-4bb5-e6d6-88b0-89e41e177863
Q21572825	"Andy"@en	Q21572825-77b77a4c-4810-92b3-fefe-d5383fb2d698
Q215777	"Hammer"@en	Q215777-b94432cc-43bf-c259-d1d2-d68b5663d61a
Q217790	"Larry Lessig"@en	Q217790-c0ebd2d2-439d-1119-ff7a-ce71a65e06fc
Q218217	"Zoe"@en	Q218217-c7dc11cd-4f45-1e34-c460-58060a1c2047
Q22004989	"Dan"@en	Q22004989-96f4c657-4ab7-645d-014d-e60143718aa4
Q2252	"Buzz Aldrin"@en	Q2252-ebf0f8e8-4770-379c-2c18-701fe8eeb74e
Q22686	"The Donald"@en	Q22686-d8feedd9-4637-3f8e-6568-983805d8f58b
Q23020745	"Josh"@en	Q23020745-1959a46f-4b11-546b-74c7-1d52767f2f1c
Q241609	"Tipper"@en	Q241609-931e578c-4f0f-56de-e330-442fe16433e8
Q24293017	"May May"@en	Q24293017-4a3732d9-4cd4-5edd-9efb-8df8fd59cb72
Q2434360	"Tim"@en	Q2434360-c1d65ca5-45b3-6b50-dd25-fe6705e81a26
Q25089	"Woody"@en	Q25089-727b3ba7-4ad8-4bbc-acfd-c22cf1375b7f
Q2516	"Schmidt Schnauze"@de	Q2516-5ef86f06-40d5-0a49-3bf1-49bdedfd1039
Q2530	"Acker"@de	Q2530-b9e3e292-4cbb-bf23-f3b9-774a1e0a280a
Q25310	"Bobby"@en	Q25310-fa4ea81d-47dd-093c-14a0-fa387ba995ff
Q2551	"Bruder Johannes"@de	Q2551-8f60d735-4ce5-4a8c-9d94-3f77a777a54a
Q2578906	"Jerry"@en	Q2578906-11e562f2-44b2-adad-cb65-6021cdc7d097
Q258825	"Patty"@en	Q258825-187fc1b0-4a72-d658-492c-0ebc99d8ea64
Q267902	"Mad Dog"@en	Q267902-f259f70b-4d6d-acec-02e2-fa74b0b5f577
Q2685	"Arnie"@mul	Q2685-700dfab2-41c7-a8e5-c8c7-ea1f18dbbc67
Q269372	"Bob"@mul	Q269372-d15bb790-47b8-c87c-e4ea-3561acfa66c2
Q271966	"Bombonel"@ro	Q271966-a81b66fe-4a2f-49af-410f-b32c5eeaa2ed
Q278801	"A. J."@en	Q278801-198e8ce5-4e50-f0d4-1d47-c17562bb74df
Q27947552	"Alex"@en	Q27947552-5bf60ce9-47a7-e6fb-a473-85577fa68a6c
Q281847	"Lee Iacocca"@en	Q281847-21bd8b8e-4c7d-1d31-c15f-72c758868ee0
Q2831	"The King of Pop"@en	Q2831-5c048766-4d1c-9c4e-b981-c5407d26f7d0
Q28839536	"Jon"@en	Q28839536-381080d6-4f9c-8e6c-ef73-2efea26222b7
Q28873615	"Ned"@en	Q28873615-16701482-47ec-ea61-86f9-6409d16f26af
Q2903273	"Bill"@en	Q2903273-b427e9f9-4e01-a86f-3e63-36927d6fa6af
Q2927496	"Bud"@en	Q2927496-9ef9079d-446c-89d2-1a46-32e0fa5ebae6
Q30119186	"Clint"@en	Q30119186-afc8102d-48df-cca3-3cfa-3cf3390c5b26
Q30122825	"Doug"@en	Q30122825-233dd5e1-4761-34fa-eab6-abe1d27858a2
Q30184070	"Woody"@en	Q30184070-68f6e5a6-48c2-d2e2-c5a0-99068603ad63
Q30487	"Gorby"@mul	Q30487-3a662149-45b8-ece2-5f62-5052885cde6b
Q3052772	"Jupiter"@fr	Q3052772-0e2c0700-413a-996e-1659-7148f6f0c227
Q3090307	"Tom"@en	Q3090307-451044d0-42e9-f724-bc2e-f11aa06cd69b
Q30905721	"Geo"@en	Q30905721-3d9942a5-498a-85e4-2b30-153959cc1644
Q3105215	"Ron"@en	Q3105215-37f71a9b-48d1-661b-6bf8-bc3f1fcacd30
Q3123126	"Bob"@en	Q3123126-175e5701-409a-85a1-cdbc-3c8be9d302f1
Q312556	"Jeff"@en	Q312556-861d7c55-4598-072c-74b4-b7caa243a2a9
Q313339	"冷めたピザ"@ja	Q313339-e3795369-4801-d1d3-1cae-1fe48f2d6b6b
Q322655	"Vern"@en	Q322655-cb0279c8-44cf-f772-b5b9-f27d8441bbe0
Q3242413	"The Virgin Kennedy"@en	Q3242413-06fe5f12-4b8c-f448-4cc2-609da94545d6
Q326836	"Hoss"@en	Q326836-73117f03-4159-c065-cf7a-fe9cf555615d
Q333068	"Tony"@en	Q333068-43723ab6-47e3-9208-c637-ab5233a2e7d6
Q341511	"Bonking Bob"@en	Q341511-4d493470-4ad1-6885-2d15-7d00bf0c9ac6
Q34211	"الختيار, ابو عمار"@ar	Q34211-62528e93-47ea-3bde-855d-fda7297f32b9
Q3518911	"Terry"@en	Q3518911-6c37d813-44a3-6c7e-988c-f8ed43fc099f
Q352953	"Tom"@en	Q352953-c451cb81-4016-0929-7b33-4f818248536b
Q3557338	"Vic Gold"@en	Q3557338-f6dfa76d-4767-048b-5390-4957af6798a7
Q356719	"Le Fugitif Japonais"@fr	Q356719-4340b06c-4670-9860-9aec-b7366df69a25
Q359317	"Gene"@en	Q359317-b2b80481-4d11-0f5f-95dd-bd1cf7375f6e
Q36215	"The Zucc"@en	Q36215-43f9a069-4926-e669-37f5-1dced8026a24
Q364990	"Pat"@en	Q364990-830e27c8-4707-3f2b-2eb1-2a71f77f00fd
Q37181	"Lula"@pt-br	Q37181-c3ff127f-42bc-7520-ae0e-18d2fd86cc64
Q374693	"Charlie"@en	Q374693-2a1d378d-471b-f223-a2bc-43ef40650ad8
Q380900	"Chuck"@en	Q380900-30bf5efa-4c10-753c-a374-b8355d773fcc
Q4014532	"Beto"@en	Q4014532-8fd1af9a-420d-9924-313e-630e6cbbdbae
Q41418906	"Don"@en	Q41418906-d9c2c11a-4edb-3bb4-209d-e0c725db4e32
Q43033	"The Arch"@en	Q43033-1bc9db25-4061-f68b-89c3-cc4d54dda026
Q43723	"Bibi"@en	Q43723-8fbdcfbd-40ad-c7e1-2197-f5f9354b5e72
Q442696	"Joe the Plumber"@en	Q442696-e06995dc-4d64-7322-de8f-aa89fb97f364
Q449713	"Barb"@en	Q449713-0359dee8-4ee1-8613-9388-be9a21c2aa3d
Q4502457	"Clint"@en	Q4502457-72db0a32-40c9-dd05-eae5-39ecd2b6bfcb
Q452772	"Huracan"@es	Q452772-a3ac6a14-46f6-96b1-dc26-37da8cf36aa1
Q457432	"Tom"@en	Q457432-586dac3c-4160-d879-0106-faed7a73df3a
Q45785	"DJ"@en	Q45785-2924119a-4538-5bb5-d616-8b7db1d909b5
Q45956	"Kathy"@en	Q45956-1db36eef-428e-0187-ad6e-16e57a48ec9d
Q461553	"Dixy"@en	Q461553-295c45e8-4680-fed7-ca32-0fd20098cd88
Q463124	"Sully"@en	Q463124-09aafecb-401e-fbc4-3711-6a6ad1f3334b
Q47087146	"Mikie"@en	Q47087146-e2e8b223-4f73-befc-3a84-6a9490b9b561
Q4714600	"Ali"@mul	Q4714600-1456fc6a-4e0e-7225-2eb3-b31a66e793f1
Q4717593	"Alex"@en	Q4717593-fef471d9-41d3-afe2-789c-dae7608aacf0
Q4718026	"Alex"@en	Q4718026-b6ce7ffa-47e1-4516-967e-3ada12fbd5eb
Q47213	"The Oracle of Omaha"@en	Q47213-5354a3ad-4c71-29f4-f16a-65459731c7d0
Q4800478	"Art"@en	Q4800478-a7438d35-4451-d691-6756-e2f779648c28
Q48874305	"Katie"@en	Q48874305-7885c7c1-4191-22b0-f2ca-b31d5d32f5ea
Q4888875	"Ben"@en	Q4888875-c8547eec-487c-49f8-796a-513848a026e2
Q49081	"Hitch"@en	Q49081-9a86775b-45cc-9ecd-9f25-8298321d69ea
Q4910865	"Bill"@en	Q4910865-4cc50a31-4d7e-5585-aadd-7879acfc8592
Q49216	"Fritz"@en	Q49216-bf94747c-0003-434d-9412-9134abcc36cd
Q4934250	"Bob"@en	Q4934250-544522dc-41cd-30d5-c168-764ce95c0bac
Q50104	"Debbie Wasserman"@en	Q50104-02ab1355-41c6-0f89-0495-0407b89cd96d
Q5077913	"Chuck"@en	Q5077913-58b7f8d5-4188-8af1-3d3e-285911cc94b4
Q5082694	"Cully"@en	Q5082694-b36b6f68-442c-d424-f415-3a8f80d393fa
Q5107236	"Chris"@en	Q5107236-9a60c52d-48e8-d42b-40e9-fed7bd96d043
Q513960	"Tim"@en	Q513960-04ce43fe-40d6-4a59-11ab-86ef353da1a6
Q5218111	"Dan"@en	Q5218111-1b99feb4-48e4-cc2e-fbe3-d85981bf9c39
Q5218993	"Dan"@en	Q5218993-d85b84cc-4d84-b471-c033-167ca8f2799f
Q5253542	"Del"@en	Q5253542-2b498f3c-4493-69a1-7ba5-9420c2999776
Q525405	"Bill"@en	Q525405-724e0ab4-49be-036d-62c0-b10d09157bc6
Q529344	"Ron"@en	Q529344-d37ffc2a-4f6b-3d79-79bd-5b213d3ccdf0
Q5300436	"Doug Duncan"@en	Q5300436-31d8d5d0-4f51-78b1-0d5e-0b7c55f74bf7
Q532342	"Pete"@mul	Q532342-6036355a-4790-8c9a-5cae-48bd4ce54bfe
Q5362573	"Liz"@en	Q5362573-ae53e1ae-4bdf-db71-32ed-015020afd9e5
Q544387	"The Genius"@en	Q544387-ef69866b-4d23-b896-c3e2-a504ba42f1f1
Q5482879	"Frank"@en	Q5482879-a831346b-412a-5ee2-edcd-cd13313dbfe6
Q55357025	"paquix"@es	Q55357025-eaab6ac4-480b-58b1-be9d-89b6080e6ecb
Q55720	"Fergie"@en-gb	Q55720-755d9813-4756-34f8-d3a4-9b019cef7120
Q557699	"The Great One"@en	Q557699-a7a6a2d7-41a9-bd28-940f-0ddb1c69b319
Q567	"Angie"@de	Q567-0b07cc73-49a8-2a9b-ee15-2f446aaf3bde
Q572954	"Tony"@en	Q572954-b80a5862-4a1b-2bff-f4cf-0586247bc5e3
Q57344	"Joschka Fischer"@de	Q57344-cc24e973-47e0-59c6-ca23-2548ac914d2c
Q57434	"Kikina"@cs	Q57434-7491a38b-4f40-4681-85f5-ae76750b1226
Q57792	"De Weglachpremier"@nl	Q57792-a7afccaf-4d45-ec92-479d-5c8f1ccd461a
Q58077	"Порох"@ru	Q58077-84512a18-46e3-4be2-c9e5-22c67506e835
Q58993183	"Joe"@en	Q58993183-7f35c113-4dde-f594-0960-329ef8589a14
Q5968865	"Bill"@en	Q5968865-e34573fb-44bc-9fbc-0a98-4a9dad41aa99
Q6103950	"J.B."@en	Q6103950-59ab1476-4158-cd3a-d6c4-3fe85e75d8f0
Q61053	"Scholzomat"@de	Q61053-c4611317-4107-78bb-9d73-18bebc9c3145
Q6140254	"Jim"@en	Q6140254-332d95a4-43e3-be4f-4c63-122af01be011
Q61819977	"Tom"@en	Q61819977-2949600c-4316-2bf8-992a-84d13910418d
Q6211072	"Madison"@en	Q6211072-3fb9b400-42f7-1b4b-bc64-ec53e2b7e39d
Q627098	"Mike"@en	Q627098-2d15432d-4624-8689-8ff3-cf51d1f481b9
Q6289368	"Josh"@en	Q6289368-1aeb2346-4593-a809-cc59-1d2a1cae6517
Q6289402	"Josh"@en	Q6289402-3f123d8a-41b9-2d65-4acc-53dac7477e68
Q64373656	"Norm Hatch"@en	Q64373656-c851822b-4842-d2b7-6726-b4775f214d7f
Q6456545	"Lin"@en	Q6456545-ac8d841e-42e1-c28f-e73c-4a4f75faa613
Q649898	"Ron"@en	Q649898-873cdc9f-4238-4b04-042e-e7e2274cf78c
Q6529517	"Les"@en	Q6529517-dbb13214-4623-82f6-0376-e6a2ed782000
Q6533414	"Tish"@en	Q6533414-25785036-42b7-497a-4e86-feaa4bccdf53
Q65445	"Dr. Z"@en	Q65445-73bd3933-47b7-84bb-6daa-d4e40c5ad082
Q6550895	"Linc"@en	Q6550895-d2658ef3-49cb-782b-fd11-68a64394263e
Q66025004	"Chuck"@en	Q66025004-d2f459d3-4558-9f3f-9dee-80fee5698db7
Q6685454	"Lou"@en	Q6685454-5fdbebad-436d-d02a-7cad-294784d5f0b3
Q6773482	"Brad"@en	Q6773482-6db3f492-4037-57a4-9e87-5e5384da81bf
Q6774941	"Marty"@en	Q6774941-6b7f5059-4b50-6b30-ad7d-37d3c181552b
Q682197	"Old Foos"@en	Q682197-5ab1481f-486b-0df4-3210-29d3ef77bfe3
Q6829642	"Mike"@en	Q6829642-aedb2c23-47a1-3ac3-83f4-432013e65a53
Q6829649	"Mike"@en	Q6829649-69eea56f-4937-1242-c4ea-2e0f0efaf3a5
Q687428	"Econo Babe"@en	Q687428-32d98511-432d-f84b-11b7-2d81e02e7a1f
Q6892571	"His Royal Highness Prince"@en	Q6892571-4fca967b-4448-67a3-3081-5f3d3e3a27bf
Q718415	"The Georgia Giant"@en	Q718415-9aae1788-46ba-4a53-726a-6729e0634a91
Q7308760	"Reggie"@en	Q7308760-8f84bdb6-4aaa-78a8-acac-574124a1e9c3
Q7323548	"Dick"@en	Q7323548-f475402c-424a-e02b-b412-c86b4e844149
Q7331704	"Rick"@en	Q7331704-6ec976d7-412c-d0a6-d4e6-b32a55bc365a
Q7340530	"Rob"@en	Q7340530-18c19741-428e-30d3-2ce9-af94f92facbb
Q7343322	"Bob"@en	Q7343322-69e822bd-4789-ce56-da74-5373509b55a5
Q7345304	"Bob"@en	Q7345304-d99b3b72-4ef1-91bd-6c08-8d9c71c0a188
Q7347108	"Bobby"@en	Q7347108-4f030db5-4ee1-aaa5-1925-4fe48818724a
Q7367054	"Rosie"@en	Q7367054-326fa3ba-430c-30c3-1171-8f26e452805c
Q7377714	"Rudy"@en	Q7377714-45b0cdc1-47ef-451c-f677-cb76817cb01e
Q7586290	"Sri"@mul	Q7586290-f5e84e0b-4e4c-8c9f-1da7-9fe9077a5cf4
Q76	"Barry"@en	Q76-1f9be413-4e13-9620-93fe-39c5da43a1ac
Q7781847	"Ted"@en	Q7781847-d3da6e91-4126-de0d-33e7-d1948d848fff
Q7786750	"Thom"@en	Q7786750-2dc59959-4392-f590-073d-e52cbb63d897
Q7794276	"Tom"@en	Q7794276-977ae927-48a4-16c3-d247-9c21dfe7a1f6
Q7794645	"Mike"@en	Q7794645-b9f29179-496e-6703-9ede-165bf9d6dc32
Q7794795	"Tom"@en	Q7794795-125a5afe-43cb-a79f-bf0c-abffa20c74c4
Q7807373	"Tim"@en	Q7807373-6a500a16-4cec-672a-3f6d-75657541a606
Q7816348	"Tom"@en	Q7816348-30d585fe-4b7d-9f60-d421-e354fc0b871c
Q7816895	"Tom"@en	Q7816895-af5cc837-4dce-1528-3d3e-c2d7da834316
Q7821917	"Tony"@en	Q7821917-0eb27128-48c7-3d1c-f90b-51da4941b847
Q7822309	"Tony"@en	Q7822309-890b0090-4737-6514-4aa3-75a31be09332
Q7909083	"Val"@en	Q7909083-7b25d8ec-423a-211b-2096-5f0153fbd2c9
Q7934359	"Ginni"@en	Q7934359-b4c04201-4950-2494-ddac-43e75931154f
Q8008620	"Brit"@en	Q8008620-a57189ae-4e95-7c1e-75c8-b7f7dcbaecde
Q8066246	"Zanny"@en	Q8066246-ec275bb4-4f19-84ee-f67b-2dea6e582f89
Q82733	"Chas"@en	Q82733-48f88234-4e8b-123d-6e55-12905ea33ce5
Q878651	"Buddy"@en	Q878651-043798e8-4a37-c816-651a-09d1aa8fa927
Q88202983	"Tim"@en	Q88202983-e417c1af-4e15-af4c-d5ae-941fb06ced4f
Q92743	"Vint Cerf"@mul	Q92743-78b5a253-4a74-4145-0a67-a385ff780ffd
Q928981	"Sal"@en	Q928981-21908cb2-4653-833d-10a7-6e8b6f59ef3d
Q929581	"Jeff"@en	Q929581-d0fd0abf-4ab6-90e9-2c18-f4c1ac2098e7
Q932554	"Steve"@en	Q932554-ae4019b9-483c-85c9-fc5e-0dd610c2f536
Q945077	"Rod"@en	Q945077-1db69b06-4dcf-69d9-bd7d-46d53cb14e90
Q958413	"Bob Haldeman"@en	Q958413-0f76f3d5-407c-be29-edc1-233e5a0d4948
Q9588	"Dick Nixon"@en	Q9588-879ccf7d-488f-882e-5422-b5d16593a8b5
Q958904	"Whizzer"@en	Q958904-8ef17fd9-4071-3af7-0ff3-62e440d164f9
Q96101326	"Wally"@en	Q96101326-3d54ab07-4f03-a095-9b23-011f277b6962
Q9640	"LBJ"@en	Q9640-82069c9e-48e8-d970-f89b-0af0fe7c3b64
Q9682	"Lilibet"@en	Q9682-0ff21b66-4e40-219c-3eb1-979039f51b1f
Q9685	"Lady Di"@en	Q9685-09c7316b-48b1-5aed-a78e-b3c75b9c047d
Q9696	"Jack"@en	Q9696-4ffe4509-4dc4-ff65-e4bd-9e09134b84c0
Q970706	"شيطان أريحا"@ar	Q970706-a2509e03-423c-3215-885a-20a6a620898b
Q971308	"Pat"@en	Q971308-e6d8f440-4c18-74bf-36b6-0770961ae886
Q9916	"Ike"@en	Q9916-23e112c3-47e4-a42e-516d-22d6b453dd8b
Q9960	"Dutch"@en	Q9960-84b17e7c-4fb7-f631-04b1-2cb36b499913
